,aperture,beta,steered,input,output
155,0.001,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite M4210)
2) My iMac (an Intel Core"
156,0.001,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
157,0.001,0.7,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
158,0.001,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
159,0.001,0.7,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
160,0.001,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
161,0.001,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
162,0.001,0.7,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
163,0.001,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
164,0.001,0.7,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
165,0.001,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite A5500)
2) 2x 4GB DDR3 RAM"
166,0.001,0.8,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
167,0.001,0.8,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
168,0.001,0.8,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
169,0.001,0.8,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
170,0.001,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
171,0.001,0.8,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
172,0.001,0.8,True,I am going to a ,"I am going to a  semi-private, all-male, non-denominational church. The pastor is an ex-Mormon and has been for years. I am a convert to the church and have been attending for several years. I am very active"
173,0.001,0.8,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament in the next few weeks. I was thinking about how I would approach this, and came up with a couple of questions that might be helpful for those who are"
174,0.001,0.8,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
175,0.001,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty standard setup:
1) My laptop (a Toshiba Satellite M4210)
2) My iMac (an Intel Core"
